verb,count
เบตา,2
ทุกแห่ง,2
พอเหมาะ,2
เนส,2
คนใดคนหนึ่ง,2
เรือกสวน,2
พหลโยธิน,2
ดวงดี,2
ก่อนเวลา,2
เสียการ,2
ปฏิการ,2
น้ำลง,2
รองจ่าย,2
สมานฉันท์,2
ประวัติศาสตร์,2
ออกรถ,2
ดีเด่น,2
พอกัน,2
คืนดี,2
ย้ายถิ่น,2
ลำตะคอง,2
ณ์,2
การไถ,2
แทรกซึม,2
เพื่อนชาย,2
เก่าๆ,2
ชุบชีวิต,2
ฟต์,2
พะโล้,2
แก้เผ็ด,2
เจ๊า,2
ต้านลม,2
ชายโครง,2
บิกินี,2
ประทุษร้าย,2
เฟ้น,2
เยาว์วัย,2
เครื่องทองน้อย,2
ฝันร้าย,2
ชุก,2
รร,2
เครื่องสูบน้ำ,2
กย,2
หลอม,2
เบิร์ธ,2
คิดร้าย,2
อุจจาระ,2
น่าสลดใจ,2
การตอบแทน,2
ประจัญ,2
ฝ่ามรสุม,2
อุตสาหกรรมการผลิต,2
ออกนาม,2
รุ้,2
ดอง,2
ปลาช่อน,2
กีฬากลางแจ้ง,2
ดิส,2
เซิง,2
ปฏ,2
อับอายขายหน้า,2
สวิตเซอร์แลนด์,2
รีเสิร์ช,2
โลตัส,2
รักษาการณ์,2
กระสัน,2
ทวนกระแส,2
ผืน,2
ปราชัย,2
หม้อ,2
มากหลาย,2
พ้นไป,2
ปากีสถาน,2
จจย.,2
การอธิบาย,2
เปอร์เซ็นต์,2
พร่ำสอน,2
เสวยสุข,2
โดยสรุป,2
ใจคอ,2
เชิง,2
ยาดม,2
ตั้งใหม่,2
อย่างเดียวกัน,2
เชง,2
ความเป็นไท,2
ยัณ,2
ถนนหลวง,2
อื้อ,2
แพะ,2
พับไป,2
ทรุดตัว,2
ปิดอ่าว,2
บาศ,2
กรมการขนส่งทางบก,2
กระอักกระอ่วน,2
แขก,2
ของลับ,2
นักเสี่ยงโชค,2
ดั่ง,2
ทะเลใน,2
นกกาเหว่า,2
ลึง,2
ก่อกำเนิด,2
ติดยาเสพติด,2
แอบซ่อน,2
อับเฉา,2
ออกเรือ,2
พรบ.,2
เขก,2
โอบ,2
กราบพระ,2
หาบ,2
อ่อนล้า,2
เห็นผิดเป็นชอบ,2
เก็บสำรอง,2
',2
มน,2
อาการป่วย,2
เปิดกรุ,2
เครา,2
ห่างเหิน,2
สิ่งอำนวยความสะดวก,2
ฉ่ำ,2
ทุกสิ่ง,2
ฮึกเหิม,2
ความสมบูรณ์,2
ลายเซ็น,2
ศิษย์เก่า,2
แบริ่ง,2
ห้องน้ำ,2
สัญญาซื้อขาย,2
ม้า,2
เป็นที่ดึงดูด,2
คลา,2
ไกล่,2
การกลืน,2
ถือหุ้น,2
คอมเม้นท์,2
พาก,2
ลมแล้ง,2
หม่ำ,2
ยิงคำถาม,2
ปู่ทวด,2
ตอนเที่ยง,2
เหยี่ยวข่าว,2
เวณี,2
มิดไนท์,2
เวิร์กช็อป,2
เป็นหนอง,2
กริ่งเกรง,2
เฮือง,2
ปอนด์,2
เสกสรร,2
ดาม,2
มหากาพย์,2
"""",2
จำนน,2
คิดออก,2
ประการหนึ่ง,2
ลาดชัน,2
สนันสนุน,2
สิทธิครอบครอง,2
จิปาถะ,2
หัวหน้าศูนย์,2
สงบปากสงบคำ,2
ปลาสลิด,2
กรุงศรีอยุธยา,2
ดีมาก,2
เรืองรอง,2
จนบัดนี้,2
ราคาแพง,2
ส่งสายตา,2
ลิสต์,2
ถ่ายหนัง,2
เชลล์,2
จองเวร,2
เป็นเล่น,2
หวาดหวั่น,2
จ้าว,2
ี่่ยว,2
เฉพาะอย่างยิ่ง,2
เฟิร์ม,2
รว,2
สติแตก,2
อิดออด,2
ระบบสุริยะ,2
อยู่กับที่,2
เสียงส่วนใหญ่,2
ทิป,2
กินน้ำ,2
เดินแถว,2
เกณฑ์ทหาร,2
การดำรง,2
ตำรวจสากล,2
เห็นพ้องต้องกัน,2
พูดเท็จ,2
เพนท์,2
เย็บเล่ม,2
ศป,2
ปรอย,2
โดยพลัน,2
ความผิด,2
เอ็นจีวี,2
ไฟหน้า,2
ลองของ,2
ตามพ,2
สวิส,2
พิสดาร,2
เดโม,2
การรัด,2
การุณ,2
หนีภาษี,2
โรนัลโด้,2
เติ้ง,2
กระทบกระทั่ง,2
เครื่องหมาย,2
บรรณ,2
สิ้นปี,2
กะพริบตา,2
วรกาย,2
อนุสรณ์สถาน,2
ลึกล้ำ,2
สไบเฉียง,2
ม้ง,2
เสียงหัวเราะ,2
กระจอก,2
แค่นั้น,2
ลักลั่น,2
ปิ๊ก,2
มุข,2
เฉลียง,2
เฉลียวฉลาด,2
เช่นนี้,2
พัทยา,2
ผลีผลาม,2
เนปาล,2
เราะ,2
ฝั่งน้ำ,2
หญิงโสด,2
ไปตายเอาดาบหน้า,2
สะกดจิต,2
เฟร,2
ไต่เต้า,2
บีบรัด,2
กุย,2
ค่ำ,2
ท่าน้ำ,2
ทิม,2
โปรดปราน,2
สมมาตร,2
ตัวเล็ก,2
เบิกบาน,2
ความผิดหวัง,2
ตัวเหลือง,2
ป๋อ,2
เอ๋,2
ตัดเงินเดือน,2
เงินสนับสนุน,2
เลือกเฟ้น,2
การพบเห็น,2
โอลิมปิก,2
ส.ต.ต.,2
เย็นสบาย,2
มอบอาวุธ,2
มารยาท,2
ดริฟต์,2
เอาการเอางาน,2
ลำพูน,2
นาเกลือ,2
พังงา,2
นัยว่า,2
เดี้ยง,2
ตกตะลึง,2
ขจัดคราบ,2
กฏ,2
พฤติกรรม,2
ภาษีเงินได้,2
สอบค้น,2
นาก,2
เวณ,2
เป็นหนี้เป็นสิน,2
เลิศหรู,2
กีดกั้น,2
ได้รับแต่งตั้ง,2
ผดุงครรภ์,2
พระอาทิตย์,2
เนื้อวัว,2
สมองตาย,2
หายสาบสูญ,2
ไม่ทันสังเกต,2
ฮ็อต,2
เข้าสิง,2
ปันผล,2
งุนงง,2
หน้าร้อน,2
ว่า,2
ตรงเป้า,2
ราดหน้า,2
ฝาน,2
แถน,2
พ.ร.บ.,2
ขบวน,2
สัมผัสใน,2
เอื้อง,2
บานา,2
ให้ทาน,2
เป็นแน่,2
รึ,2
สายตา,2
ป่านนี้,2
ทอแสง,2
เพศชาย,2
ลูบคลำ,2
ดาวเสาร์,2
ล้างผลาญ,2
สิทธิพิเศษ,2
คาว,2
ที่ตาบอด,2
อาร์เซน่อล,2
ลลิ่ง,2
สวิง,2
นัล,2
ประชาพิจารณ์,2
สเก็ตช์,2
ยุพ,2
นันท์,2
แสดงความยินดี,2
น้ำดอกไม้,2
วัวควาย,2
การกวน,2
รุมล้อม,2
มีอันเป็นไป,2
การแสดงตัว,2
เรือกลไฟ,2
เยื่อหุ้มสมอง,2
ล่าถอย,2
ปราจีน,2
หาเช้ากินค่ำ,2
เพนกวิน,2
ดล,2
แฮนด์,2
การอุด,2
ยูนิฟอร์ม,2
ร.พ.,2
บายพาส,2
ไม้มะค่า,2
ขอทาน,2
เข้าไปมีส่วนร่วม,2
ตัวเปล่า,2
โดยส่วนตัว,2
ซ่อมแปลง,2
อาลัย,2
เจ้าของบ้าน,2
หยุดชะงัก,2
การเผย,2
ไส้,2
ล้อหน้า,2
ทางบ้าน,2
ความเชื่อมั่น,2
ล่ามโซ่,2
ดัชเชส,2
เขม,2
นางรอง,2
ละเมอ,2
อาจหาญ,2
พ้อ,2
ต่าย,2
จางวาง,2
กระเดียด,2
ขนานนาม,2
โกดัง,2
ลหุโทษ,2
หุงข้าว,2
ประชาชาติ,2
แปรผัน,2
ตาแก่,2
หนึบ,2
ลุกโชน,2
ล้ำลึก,2
ใบไม้,2
ออกรวง,2
ทำปฏิกิริยา,2
ตอกเข็ม,2
สอนหนังสือ,2
กรมพระยา,2
รัตน,2
ทางใจ,2
เพ้อ,2
ประอบ,2
กรร,2
หามิได้,2
แก้วมรกต,2
โมเดิร์น,2
พักราชการ,2
น่าละอาย,2
ฉนวน,2
อัส,2
เยี่ยมไข้,2
เด็กโต,2
เห็บ,2
ดูใจ,2
ปัญญาอ่อน,2
แม,2
โลเล,2
พังยับเยิน,2
ฝ่ายรัฐบาล,2
เป๊าะ,2
ล่ำ,2
เร็ตสึ,2
ลาลับ,2
อึ้ง,2
       ,2
นาหว่าน,2
รุ่งโรจน์,2
คลาน,2
อะไหล่,2
มะละกอ,2
เทพนิยาย,2
ล้วงลึก,2
ละมุนละม่อม,2
ประสาทสัมผัส,2
การเจริญเติบโต,2
ส่งข่าว,2
บัณฑิต,2
มาสาย,2
อจ,2
คดโกง,2
กรวดน้ำ,2
เจล,2
หลักวิชาการ,2
นอกกฎหมาย,2
โลดแล่น,2
เมื่อเดือนที่แล้ว,2
คำร้องขอ,2
ป๊ะ,2
ปั้นน้ำเป็นตัว,2
ไดร์,2
จาด,2
สมี,2
เรือบรรทุกสินค้า,2
ปรารถนาดี,2
กางเกงใน,2
ป็นคน,2
ใจอ่อน,2
กระทบไหล่,2
เปลี่ยนสภาพ,2
จ­าก,2
เอียด,2
ไม่เป็นอัน,2
ปกติธรรมดา,2
ไต่ถาม,2
พญานาค,2
ขด,2
สวาง,2
เปลือยเปล่า,2
แผ่ว,2
อัจฉรา,2
เซิ้ง,2
,2
ลดฐานะ,2
ผู้ก่อการร้าย,2
ยืดตัว,2
ขะมักเขม้น,2
สระผม,2
แบ่งงาน,2
คู่ปรับ,2
สะพรึง,2
คิบ,2
แขน,2
ชิงชัง,2
ลมมรสุม,2
การคาด,2
ปรามาส,2
แรงอัด,2
ความเรียบ,2
เอาแต่ได้,2
จิตรลดา,2
จนแต้ม,2
เวียนเทียน,2
ถาโถม,2
อย่างยิ่ง,2
ทำเทียม,2
ต้มตุ๋น,2
งมงาย,2
ท้องทะเล,2
พลุ่งพล่าน,2
ชาเลนจ์,2
สะเด็ดน้ำ,2
กร้าว,2
ปิ่ม,2
ปรินซ์,2
สุเหร่า,2
ดุดัน,2
ครองอำนาจ,2
การรด,2
โทน,2
สยองขวัญ,2
อู้,2
บาล,2
ฝืนทน,2
แก่ตัว,2
ดักดาน,2
ล่อน,2
ทองนพคุณ,2
ลื่นไหล,2
เสียอารมณ์,2
ทางไปรษณีย์,2
ปิกนิก,2
อนุรักษ์นิยม,2
เก็บกิน,2
ทิ้งสมอ,2
ไนท์,2
จอแจ,2
บรรจุภัณฑ์,2
ท้องอืด,2
เข้ากลุ่ม,2
เจริญงอกงาม,2
เส้นเลือด,2
พีเรียด,2
จุ้ม,2
สันนิษฐาน,2
จืดชืด,2
ค้ำจุน,2
กัว,2
คบค้า,2
คนอื่น,2
เนื้อแท้,2
กระบอก,2
แยะ,2
ได้ผลสำเร็จ,2
เอางาน,2
บัตรเชิญ,2
นักหนา,2
